deal_id,date,year,deal_type,acquirer_or_investors,target_or_company,value_usd_bn,description,is_megadeal,is_real_headline
D0916,06-01-2022,2022,VC,Flagship Pioneering,Quoepi AB,0.496,VC 2022,0,0
D0941,09-01-2022,2022,IPO,Public markets,Zeoimm OS,0.238,IPO 2022,0,0
D0892,13-01-2022,2022,VC,Sofinnova Investments,Promod Therapeutics,0.078,VC 2022,0,0
D0921,21-01-2022,2022,Series_B,OrbiMed,Kymsyn BIO,0.346,Series_B 2022,0,0
D0878,05-02-2022,2022,VC,a16z Bio,Immuni ON,0.08,VC 2022,0,0
D0877,11-02-2022,2022,VC,Third Rock Ventures,Yotneu OS,0.113,VC 2022,0,0
D0927,14-02-2022,2022,M&A,AstraZeneca,Genuni Therapeutics,2.84,M&A 2022,0,0
D0932,16-02-2022,2022,VC,GV (Google Ventures),Modxen ON,0.024,VC 2022,0,0
D0884,17-02-2022,2022,VC,F-Prime Capital,Yotquo Tx,0.133,VC 2022,0,0
D0911,17-02-2022,2022,M&A,GSK,Neusyn AB,19.366,M&A 2022,1,0
D0865,18-02-2022,2022,VC,ARCH Venture Partners,Modden GX,0.108,VC 2022,0,0
D0922,21-02-2022,2022,Crossover,OrbiMed,Haptav X,0.164,Crossover 2022,0,0
D0874,02-03-2022,2022,Series_C,Bain Capital Life Sciences,Epizeo Therapeutics,0.027,Series_C 2022,0,0
D0858,03-03-2022,2022,IPO,Public markets,Lumneu Therapeutics,0.292,IPO 2022,0,0
D0909,03-03-2022,2022,Series_B,RA Capital,Biokym Therapeutics,0.164,Series_B 2022,0,0
D0904,10-03-2022,2022,VC,ARCH Venture Partners,Unimod IO,0.02,VC 2022,0,0
D0870,12-03-2022,2022,IPO,Public markets,Quotav Tx,0.175,IPO 2022,0,0
D0891,12-03-2022,2022,VC,Flagship Pioneering,Tavgen Tx,0.5,VC 2022,0,0
D0945,12-03-2022,2022,VC,Atlas Venture,Tavepi IO,0.571,VC 2022,0,0
D0953,19-03-2022,2022,Series_B,a16z Bio,Denzeo BIO,0.228,Series_B 2022,0,0
D0900,27-03-2022,2022,VC,a16z Bio,Epihap X,0.022,VC 2022,0,0
D0956,02-04-2022,2022,VC,OrbiMed,Aerjas OS,0.089,VC 2022,0,0
D0914,03-04-2022,2022,VC,RA Capital,Repneu GX,0.129,VC 2022,0,0
D0913,03-04-2022,2022,VC,ARCH Venture Partners,Synrep Tx,0.034,VC 2022,0,0
D0915,06-04-2022,2022,Crossover,Atlas Venture,Modonc OS,0.2,Crossover 2022,0,0
D0917,06-04-2022,2022,IPO,Public markets,Zeolum RX,0.221,IPO 2022,0,0
D0881,19-04-2022,2022,Series_C,Polaris Partners,Proepi GX,0.192,Series_C 2022,0,0
D0919,22-04-2022,2022,Series_B,OrbiMed,Veczeo BIO,1.057,Series_B 2022,0,0
D0946,24-04-2022,2022,VC,ARCH Venture Partners,Neukym Tx,0.047,VC 2022,0,0
D0907,24-04-2022,2022,IPO,Public markets,Xentav OS,0.116,IPO 2022,0,0
D0882,26-04-2022,2022,VC,Bain Capital Life Sciences,Lumzeo BIO,0.082,VC 2022,0,0
D0931,01-05-2022,2022,Series_C,F-Prime Capital,Genaer X,0.247,Series_C 2022,0,0
D0879,02-05-2022,2022,VC,RA Capital,Onczeo BIO,0.14,VC 2022,0,0
D0876,03-05-2022,2022,Crossover,ARCH Venture Partners,Unimod AB,0.649,Crossover 2022,0,0
D0929,05-05-2022,2022,VC,a16z Bio,Yotcel IO,0.444,VC 2022,0,0
D0867,07-05-2022,2022,Series_B,RA Capital,Quovec X,0.249,Series_B 2022,0,0
D0875,07-05-2022,2022,Series_C,Polaris Partners,Epikym AB,0.134,Series_C 2022,0,0
D0893,11-05-2022,2022,Series_B,Atlas Venture,Xenpro Tx,0.193,Series_B 2022,0,0
D0949,13-05-2022,2022,Series_C,Bain Capital Life Sciences,Oncjas X,0.114,Series_C 2022,0,0
D0885,17-05-2022,2022,Crossover,Third Rock Ventures,Zeolum GX,0.556,Crossover 2022,0,0
D0868,20-05-2022,2022,IPO,Public markets,Dencel OS,0.246,IPO 2022,0,0
D0924,21-05-2022,2022,Series_C,ARCH Venture Partners,Kymlum X,0.215,Series_C 2022,0,0
D0952,22-05-2022,2022,VC,Atlas Venture,Epipro ON,0.224,VC 2022,0,0
D0954,24-05-2022,2022,Series_C,a16z Bio,Jasuni RX,0.077,Series_C 2022,0,0
D0926,26-05-2022,2022,M&A,Novartis,Bioquo IO,3.961,M&A 2022,0,0
D0894,06-06-2022,2022,Series_B,a16z Bio,Yotonc GX,1.02,Series_B 2022,0,0
D0896,07-06-2022,2022,Series_C,F-Prime Capital,Aerimm GX,0.3,Series_C 2022,0,0
D0955,11-06-2022,2022,Series_B,OrbiMed,Haponc GX,0.219,Series_B 2022,0,0
D0943,17-06-2022,2022,VC,GV (Google Ventures),Jasden OS,0.069,VC 2022,0,0
D0866,17-06-2022,2022,VC,Polaris Partners,Immaer RX,0.07,VC 2022,0,0
D0873,23-06-2022,2022,VC,RA Capital,Aerjas X,0.016,VC 2022,0,0
D0938,24-06-2022,2022,IPO,Public markets,Bioquo ON,0.074,IPO 2022,0,0
D0951,10-07-2022,2022,Series_B,GV (Google Ventures),Genhap Therapeutics,0.022,Series_B 2022,0,0
D0860,22-07-2022,2022,M&A,Sanofi,Syngen RX,22.58,M&A 2022,1,0
D0923,27-07-2022,2022,Series_B,a16z Bio,Uniepi BIO,0.061,Series_B 2022,0,0
D0908,14-08-2022,2022,VC,OrbiMed,Neuden BIO,0.209,VC 2022,0,0
D0910,15-08-2022,2022,VC,Flagship Pioneering,Zeoquo AB,0.355,VC 2022,0,0
D0898,16-08-2022,2022,VC,RA Capital,Celmod X,0.112,VC 2022,0,0
D0897,17-08-2022,2022,Series_C,Bain Capital Life Sciences,Celsyn Therapeutics,0.111,Series_C 2022,0,0
D0888,19-08-2022,2022,VC,Atlas Venture,Bioepi RX,0.15,VC 2022,0,0
D0890,27-08-2022,2022,VC,Third Rock Ventures,Tavneu Therapeutics,0.017,VC 2022,0,0
D0861,04-09-2022,2022,Series_B,Atlas Venture,Lumbio Tx,0.187,Series_B 2022,0,0
D0944,06-09-2022,2022,Crossover,ARCH Venture Partners,Kymkym Therapeutics,0.187,Crossover 2022,0,0
D0940,08-09-2022,2022,VC,Third Rock Ventures,Epivec Tx,0.07,VC 2022,0,0
D0862,08-09-2022,2022,Series_B,Sofinnova Investments,Bioneu BIO,0.155,Series_B 2022,0,0
D0023,13-09-2022,2022,VC,VC syndicate,Altos Labs,3,Anti-aging mega-round,0,1
D0937,13-09-2022,2022,M&A,BMS,Xenaer IO,0.227,M&A 2022,0,0
D0942,16-09-2022,2022,Series_B,Third Rock Ventures,Lummod OS,0.576,Series_B 2022,0,0
D0859,19-09-2022,2022,Series_C,OrbiMed,Modcel Therapeutics,0.404,Series_C 2022,0,0
D0934,23-09-2022,2022,VC,F-Prime Capital,Celmod ON,0.173,VC 2022,0,0
D0950,03-10-2022,2022,Series_B,Flagship Pioneering,Hapepi RX,0.131,Series_B 2022,0,0
D0872,04-10-2022,2022,VC,GV (Google Ventures),Biomod X,0.025,VC 2022,0,0
D0864,04-10-2022,2022,Series_C,Sofinnova Investments,Quopro ON,0.267,Series_C 2022,0,0
D0947,04-10-2022,2022,IPO,Public markets,Modzeo X,0.145,IPO 2022,0,0
D0869,05-10-2022,2022,Series_C,ARCH Venture Partners,Denepi BIO,0.334,Series_C 2022,0,0
D0930,16-10-2022,2022,VC,Atlas Venture,Repaer Therapeutics,0.231,VC 2022,0,0
D0935,26-10-2022,2022,VC,a16z Bio,Episyn BIO,0.12,VC 2022,0,0
D0906,26-10-2022,2022,Series_B,F-Prime Capital,Denhap OS,0.227,Series_B 2022,0,0
D0880,27-10-2022,2022,IPO,Public markets,Celcel OS,0.809,IPO 2022,0,0
D0887,08-11-2022,2022,Series_B,Sofinnova Investments,Aervec OS,1.41,Series_B 2022,0,0
D0933,08-11-2022,2022,VC,Third Rock Ventures,Neugen Therapeutics,0.145,VC 2022,0,0
D0901,12-11-2022,2022,Series_C,Flagship Pioneering,Synzeo X,0.356,Series_C 2022,0,0
D0905,14-11-2022,2022,VC,GV (Google Ventures),Xensyn RX,0.237,VC 2022,0,0
D0903,14-11-2022,2022,Series_C,Sofinnova Investments,Synquo Therapeutics,0.163,Series_C 2022,0,0
D0889,17-11-2022,2022,Series_C,RA Capital,Denjas BIO,0.35,Series_C 2022,0,0
D0902,24-11-2022,2022,VC,Third Rock Ventures,Synhap ON,0.681,VC 2022,0,0
D0948,24-11-2022,2022,IPO,Public markets,Genxen ON,0.092,IPO 2022,0,0
D0883,25-11-2022,2022,M&A,Sanofi,Biogen Tx,3.082,M&A 2022,0,0
D0863,26-11-2022,2022,VC,Versant Ventures,Biorep GX,0.455,VC 2022,0,0
D0920,04-12-2022,2022,VC,Bain Capital Life Sciences,Modtav AB,0.264,VC 2022,0,0
D0912,12-12-2022,2022,VC,Third Rock Ventures,Genbio GX,0.548,VC 2022,0,0
D0957,12-12-2022,2022,IPO,Public markets,Hapden RX,0.972,IPO 2022,0,0
D0011,13-12-2022,2022,M&A,Amgen,Horizon Therapeutics,27.8,Tepezza addition,1,1
D0918,14-12-2022,2022,Crossover,Versant Ventures,Tavhap OS,0.386,Crossover 2022,0,0
D0899,15-12-2022,2022,M&A,AbbVie,Yotvec OS,0.926,M&A 2022,0,0
D0939,22-12-2022,2022,Series_B,GV (Google Ventures),Yotbio OS,0.068,Series_B 2022,0,0
D0886,25-12-2022,2022,Series_B,GV (Google Ventures),Immimm X,0.107,Series_B 2022,0,0
D0928,26-12-2022,2022,VC,ARCH Venture Partners,Lumimm ON,0.152,VC 2022,0,0
D0971,03-01-2023,2023,VC,Versant Ventures,Synzeo AB,0.984,VC 2023,0,0
D0998,05-01-2023,2023,Series_B,Atlas Venture,Aergen Therapeutics,0.25,Series_B 2023,0,0
D0963,12-01-2023,2023,VC,Versant Ventures,Quozeo AB,0.129,VC 2023,0,0
D1029,27-01-2023,2023,VC,Atlas Venture,Synmod GX,0.09,VC 2023,0,0
D1016,09-02-2023,2023,IPO,Public markets,Immepi GX,0.123,IPO 2023,0,0
D1032,19-02-2023,2023,M&A,GSK,Kymxen BIO,10.678,M&A 2023,1,0
D1021,01-03-2023,2023,Series_B,Third Rock Ventures,Epigen Therapeutics,0.062,Series_B 2023,0,0
D1015,06-03-2023,2023,Series_B,GV (Google Ventures),Prorep AB,0.112,Series_B 2023,0,0
D1007,07-03-2023,2023,Series_B,Bain Capital Life Sciences,Zeogen IO,0.048,Series_B 2023,0,0
D0969,08-03-2023,2023,VC,Sofinnova Investments,Hapmod Therapeutics,0.251,VC 2023,0,0
D0959,19-03-2023,2023,Series_B,Versant Ventures,Uniquo AB,0.166,Series_B 2023,0,0
D0962,22-03-2023,2023,VC,ARCH Venture Partners,Lumpro Tx,0.776,VC 2023,0,0
D0967,02-04-2023,2023,M&A,AbbVie,Proyot AB,1.092,M&A 2023,0,0
D1010,02-04-2023,2023,VC,GV (Google Ventures),Denpro AB,0.046,VC 2023,0,0
D0987,10-04-2023,2023,IPO,Public markets,Zeouni X,1.197,IPO 2023,0,0
D0968,14-04-2023,2023,Series_B,F-Prime Capital,Kymgen X,1.023,Series_B 2023,0,0
D0989,15-04-2023,2023,VC,Sofinnova Investments,Proimm X,0.1,VC 2023,0,0
D0012,16-04-2023,2023,M&A,Merck,Prometheus,10.8,Immunology pipeline,1,1
D0975,19-04-2023,2023,VC,Flagship Pioneering,Celsyn Therapeutics,0.093,VC 2023,0,0
D0988,01-05-2023,2023,VC,Sofinnova Investments,Bioden Tx,0.29,VC 2023,0,0
D1024,01-05-2023,2023,VC,RA Capital,Happro X,0.056,VC 2023,0,0
D0991,05-05-2023,2023,Series_B,F-Prime Capital,Tavquo X,0.019,Series_B 2023,0,0
D0996,09-05-2023,2023,VC,ARCH Venture Partners,Hapaer X,0.129,VC 2023,0,0
D1008,09-05-2023,2023,VC,Third Rock Ventures,Celden X,0.2,VC 2023,0,0
D1009,09-05-2023,2023,VC,F-Prime Capital,Genmod X,0.1,VC 2023,0,0
D0983,13-05-2023,2023,IPO,Public markets,Immcel IO,0.505,IPO 2023,0,0
D0977,15-05-2023,2023,M&A,Gilead,Prohap ON,9.811,M&A 2023,0,0
D0995,19-05-2023,2023,Series_C,ARCH Venture Partners,Genonc X,0.127,Series_C 2023,0,0
D0974,19-05-2023,2023,Series_B,Flagship Pioneering,Yothap X,0.034,Series_B 2023,0,0
D1003,20-05-2023,2023,VC,GV (Google Ventures),Denpro Tx,0.123,VC 2023,0,0
D0985,21-05-2023,2023,Series_B,Atlas Venture,Quolum OS,0.16,Series_B 2023,0,0
D1011,25-05-2023,2023,VC,F-Prime Capital,Quohap IO,0.098,VC 2023,0,0
D1031,10-06-2023,2023,Series_B,Versant Ventures,Lumhap IO,0.252,Series_B 2023,0,0
D0970,11-06-2023,2023,IPO,Public markets,Xenjas IO,0.095,IPO 2023,0,0
D1030,16-06-2023,2023,VC,F-Prime Capital,Quojas Tx,0.1,VC 2023,0,0
D0966,26-06-2023,2023,Series_C,Bain Capital Life Sciences,Celbio OS,0.108,Series_C 2023,0,0
D1012,02-07-2023,2023,Series_B,ARCH Venture Partners,Zeoquo Therapeutics,0.296,Series_B 2023,0,0
D1023,04-07-2023,2023,VC,Versant Ventures,Bioquo BIO,0.079,VC 2023,0,0
D0964,09-07-2023,2023,VC,a16z Bio,Hapgen AB,0.072,VC 2023,0,0
D0993,14-07-2023,2023,Crossover,RA Capital,Onckym Tx,0.026,Crossover 2023,0,0
D0961,18-07-2023,2023,VC,Polaris Partners,Kymaer Therapeutics,0.144,VC 2023,0,0
D1025,24-07-2023,2023,Series_B,Bain Capital Life Sciences,Vecquo AB,0.173,Series_B 2023,0,0
D1020,10-08-2023,2023,VC,Polaris Partners,Jasden X,0.096,VC 2023,0,0
D1006,14-08-2023,2023,M&A,AbbVie,Xenkym AB,38.657,M&A 2023,1,0
D1000,22-08-2023,2023,Series_B,ARCH Venture Partners,Epirep ON,0.255,Series_B 2023,0,0
D0976,26-08-2023,2023,M&A,Amgen,Quoaer GX,1.406,M&A 2023,0,0
D0992,27-08-2023,2023,VC,GV (Google Ventures),Synzeo IO,0.114,VC 2023,0,0
D0973,27-08-2023,2023,VC,Flagship Pioneering,Neuhap OS,0.182,VC 2023,0,0
D1027,27-08-2023,2023,Series_B,Bain Capital Life Sciences,Celneu RX,0.154,Series_B 2023,0,0
D1004,27-08-2023,2023,VC,Third Rock Ventures,Quomod Therapeutics,0.282,VC 2023,0,0
D0990,02-09-2023,2023,M&A,Merck,Haponc AB,0.812,M&A 2023,0,0
D1001,05-09-2023,2023,VC,OrbiMed,Aervec BIO,0.049,VC 2023,0,0
D0999,07-09-2023,2023,Series_B,GV (Google Ventures),Biouni X,0.239,Series_B 2023,0,0
D0982,14-09-2023,2023,Series_B,Atlas Venture,Biohap GX,0.11,Series_B 2023,0,0
D0960,18-09-2023,2023,VC,ARCH Venture Partners,Modtav ON,0.209,VC 2023,0,0
D0986,26-09-2023,2023,M&A,Roche,Celneu RX,5.974,M&A 2023,0,0
D1005,08-10-2023,2023,IPO,Public markets,Proaer GX,0.728,IPO 2023,0,0
D1014,09-10-2023,2023,VC,Bain Capital Life Sciences,Neuhap Tx,0.03,VC 2023,0,0
D0994,11-10-2023,2023,Crossover,GV (Google Ventures),Quoimm RX,0.104,Crossover 2023,0,0
D1017,24-10-2023,2023,Series_B,Flagship Pioneering,Denaer ON,0.032,Series_B 2023,0,0
D0984,08-11-2023,2023,VC,RA Capital,Lumsyn IO,0.033,VC 2023,0,0
D1013,16-11-2023,2023,Series_B,GV (Google Ventures),Xenepi GX,0.096,Series_B 2023,0,0
D1002,17-11-2023,2023,VC,Third Rock Ventures,Haptav GX,0.054,VC 2023,0,0
D1022,17-11-2023,2023,Series_B,Versant Ventures,Epijas OS,0.521,Series_B 2023,0,0
D1028,19-11-2023,2023,VC,Atlas Venture,Zeoneu ON,0.035,VC 2023,0,0
D1018,19-11-2023,2023,Series_B,F-Prime Capital,Bioonc BIO,0.053,Series_B 2023,0,0
D0978,25-11-2023,2023,VC,a16z Bio,Zeocel OS,0.169,VC 2023,0,0
D0980,02-12-2023,2023,IPO,Public markets,Epiden GX,0.143,IPO 2023,0,0
D0979,03-12-2023,2023,M&A,Pfizer,Bioepi IO,8.883,M&A 2023,0,0
D0997,04-12-2023,2023,VC,Sofinnova Investments,Bioimm BIO,1.389,VC 2023,0,0
D1019,10-12-2023,2023,VC,Flagship Pioneering,Repimm ON,0.27,VC 2023,0,0
D0981,11-12-2023,2023,Series_B,Third Rock Ventures,Uniyot Therapeutics,0.154,Series_B 2023,0,0
D0972,13-12-2023,2023,VC,GV (Google Ventures),Unijas RX,1.431,VC 2023,0,0
D0965,18-12-2023,2023,VC,Polaris Partners,Modrep BIO,0.087,VC 2023,0,0
D1026,21-12-2023,2023,M&A,Pfizer,Neuuni Tx,0.723,M&A 2023,0,0
D0958,22-12-2023,2023,IPO,Public markets,Aersyn Therapeutics,1.104,IPO 2023,0,0
D0013,26-12-2023,2023,M&A,BMS,Karuna,14,Schizophrenia drug,1,1
D1059,14-01-2024,2024,VC,a16z Bio,Repxen IO,0.108,VC 2024,0,0
D1083,16-01-2024,2024,VC,Third Rock Ventures,Bioden X,0.245,VC 2024,0,0
D1053,21-01-2024,2024,M&A,Eli Lilly,Reptav OS,1.365,M&A 2024,0,0
D1074,22-01-2024,2024,Series_B,Flagship Pioneering,Jassyn RX,0.105,Series_B 2024,0,0
D1045,24-01-2024,2024,IPO,Public markets,Gengen Therapeutics,0.681,IPO 2024,0,0
D1061,25-01-2024,2024,Crossover,ARCH Venture Partners,Immyot IO,0.763,Crossover 2024,0,0
D1049,27-01-2024,2024,Series_C,Versant Ventures,Yotsyn RX,0.758,Series_C 2024,0,0
D0020,02-02-2024,2024,IPO,Public markets,CG Oncology,0.38,Bladder cancer IPO,0,1
D1070,04-02-2024,2024,IPO,Public markets,Xenpro Tx,1.143,IPO 2024,0,0
D1055,04-02-2024,2024,Series_B,Versant Ventures,Jasquo X,0.172,Series_B 2024,0,0
D1037,18-02-2024,2024,Series_C,Flagship Pioneering,Xenvec Therapeutics,0.076,Series_C 2024,0,0
D1062,18-02-2024,2024,Series_B,ARCH Venture Partners,Modquo GX,0.275,Series_B 2024,0,0
D1122,23-02-2024,2024,VC,Bain Capital Life Sciences,Zeozeo Tx,0.115,VC 2024,0,0
D1102,23-02-2024,2024,Series_B,Versant Ventures,Vecneu RX,0.135,Series_B 2024,0,0
D1067,02-03-2024,2024,IPO,Public markets,Genkym Therapeutics,2.008,IPO 2024,0,0
D1081,05-03-2024,2024,Series_B,Versant Ventures,Epikym AB,0.156,Series_B 2024,0,0
D1108,06-03-2024,2024,VC,GV (Google Ventures),Kymjas AB,0.641,VC 2024,0,0
D1043,07-03-2024,2024,M&A,GSK,Synaer AB,2.148,M&A 2024,0,0
D0024,12-03-2024,2024,VC,VC syndicate,Xaira Therapeutics,1,AI drug discovery,0,1
D1064,26-03-2024,2024,Series_C,Flagship Pioneering,Denhap ON,0.167,Series_C 2024,0,0
D1051,26-03-2024,2024,VC,Versant Ventures,Biogen ON,0.445,VC 2024,0,0
D1047,01-04-2024,2024,VC,Third Rock Ventures,Yotonc ON,0.02,VC 2024,0,0
D1036,03-04-2024,2024,Series_B,Bain Capital Life Sciences,Genlum IO,0.184,Series_B 2024,0,0
D1035,05-04-2024,2024,Series_C,Polaris Partners,Unitav Tx,0.213,Series_C 2024,0,0
D1041,10-04-2024,2024,VC,OrbiMed,Yotcel X,0.55,VC 2024,0,0
D1080,11-04-2024,2024,VC,Versant Ventures,Yotrep GX,0.26,VC 2024,0,0
D1090,17-04-2024,2024,Series_B,GV (Google Ventures),Xenaer IO,0.084,Series_B 2024,0,0
D1121,19-04-2024,2024,Series_C,ARCH Venture Partners,Densyn AB,0.368,Series_C 2024,0,0
D1050,27-04-2024,2024,VC,Sofinnova Investments,Epiuni AB,0.024,VC 2024,0,0
D0014,30-04-2024,2024,M&A,Vertex,Alpine Immune,4.9,Autoimmune entry,0,1
D1039,02-05-2024,2024,Series_B,F-Prime Capital,Lumhap Therapeutics,0.157,Series_B 2024,0,0
D1117,04-05-2024,2024,VC,Versant Ventures,Reptav IO,0.109,VC 2024,0,0
D1114,05-05-2024,2024,IPO,Public markets,Quokym X,0.207,IPO 2024,0,0
D1057,05-05-2024,2024,IPO,Public markets,Repquo BIO,0.364,IPO 2024,0,0
D1073,05-05-2024,2024,M&A,Eli Lilly,Jasquo Therapeutics,11.115,M&A 2024,1,0
D1112,14-05-2024,2024,Series_B,Third Rock Ventures,Repcel IO,0.081,Series_B 2024,0,0
D1096,18-05-2024,2024,M&A,AbbVie,Neuxen X,0.24,M&A 2024,0,0
D1115,19-05-2024,2024,VC,Sofinnova Investments,Immvec AB,0.07,VC 2024,0,0
D1088,01-06-2024,2024,VC,Bain Capital Life Sciences,Modaer X,0.283,VC 2024,0,0
D1111,02-06-2024,2024,VC,RA Capital,Biobio X,0.186,VC 2024,0,0
D1099,03-06-2024,2024,M&A,Amgen,Oncjas AB,2.486,M&A 2024,0,0
D1086,03-06-2024,2024,VC,a16z Bio,Epirep ON,0.086,VC 2024,0,0
D1107,13-06-2024,2024,VC,GV (Google Ventures),Tavonc IO,0.559,VC 2024,0,0
D1094,16-06-2024,2024,M&A,J&J,Modonc RX,0.388,M&A 2024,0,0
D1119,24-06-2024,2024,Series_B,F-Prime Capital,Repgen BIO,0.17,Series_B 2024,0,0
D1101,02-07-2024,2024,VC,Atlas Venture,Xenlum BIO,0.049,VC 2024,0,0
D1103,03-07-2024,2024,VC,OrbiMed,Modlum X,0.072,VC 2024,0,0
D0025,15-07-2024,2024,VC,VC syndicate,Formation Bio,0.37,AI clinical trials,0,1
D1046,16-07-2024,2024,IPO,Public markets,Proyot OS,0.331,IPO 2024,0,0
D1034,17-07-2024,2024,Series_C,RA Capital,Denepi ON,0.139,Series_C 2024,0,0
D1100,20-07-2024,2024,IPO,Public markets,Genvec IO,0.262,IPO 2024,0,0
D1058,22-07-2024,2024,M&A,AbbVie,Synaer X,0.27,M&A 2024,0,0
D1110,23-07-2024,2024,Series_B,a16z Bio,Biomod GX,0.231,Series_B 2024,0,0
D1105,23-07-2024,2024,Series_C,GV (Google Ventures),Zeomod BIO,0.149,Series_C 2024,0,0
D1087,24-07-2024,2024,VC,OrbiMed,Lummod GX,0.056,VC 2024,0,0
D1120,26-07-2024,2024,VC,Bain Capital Life Sciences,Repjas Tx,0.075,VC 2024,0,0
D1116,06-08-2024,2024,Crossover,F-Prime Capital,Dencel Tx,0.105,Crossover 2024,0,0
D1077,07-08-2024,2024,VC,GV (Google Ventures),Bioonc ON,0.488,VC 2024,0,0
D1109,14-08-2024,2024,VC,Versant Ventures,Zeovec BIO,0.473,VC 2024,0,0
D1065,19-08-2024,2024,VC,F-Prime Capital,Kymkym X,0.215,VC 2024,0,0
D1068,21-08-2024,2024,Series_B,OrbiMed,Proden OS,0.02,Series_B 2024,0,0
D1078,21-08-2024,2024,Series_B,GV (Google Ventures),Zeocel AB,0.333,Series_B 2024,0,0
D1118,23-08-2024,2024,Series_B,Bain Capital Life Sciences,Genrep BIO,0.11,Series_B 2024,0,0
D1113,24-08-2024,2024,Series_B,RA Capital,Modcel X,0.219,Series_B 2024,0,0
D1092,26-08-2024,2024,VC,Third Rock Ventures,Tavneu Therapeutics,0.08,VC 2024,0,0
D1075,01-09-2024,2024,IPO,Public markets,Unibio IO,0.515,IPO 2024,0,0
D1048,02-09-2024,2024,VC,Polaris Partners,Reppro X,0.237,VC 2024,0,0
D0026,08-09-2024,2024,VC,VC syndicate,Isomorphic Labs,0.4,DeepMind spinoff drug AI,0,1
D1095,09-09-2024,2024,VC,Atlas Venture,Vecgen IO,0.736,VC 2024,0,0
D1069,12-09-2024,2024,VC,F-Prime Capital,Jastav AB,0.275,VC 2024,0,0
D1091,13-09-2024,2024,Series_B,a16z Bio,Aerpro Therapeutics,0.299,Series_B 2024,0,0
D1066,20-09-2024,2024,M&A,AstraZeneca,Onccel X,0.163,M&A 2024,0,0
D1104,04-10-2024,2024,Crossover,RA Capital,Oncrep OS,0.137,Crossover 2024,0,0
D1089,10-10-2024,2024,M&A,Amgen,Onclum GX,2.284,M&A 2024,0,0
D1033,13-10-2024,2024,IPO,Public markets,Moduni GX,0.316,IPO 2024,0,0
D1085,15-10-2024,2024,M&A,Amgen,Lumsyn ON,8.447,M&A 2024,0,0
D1084,17-10-2024,2024,IPO,Public markets,Epiyot BIO,0.228,IPO 2024,0,0
D1038,25-10-2024,2024,VC,Atlas Venture,Repepi AB,0.545,VC 2024,0,0
D1054,02-11-2024,2024,M&A,Merck,Vecsyn ON,0.383,M&A 2024,0,0
D1056,03-11-2024,2024,VC,RA Capital,Unipro Tx,0.277,VC 2024,0,0
D1079,04-11-2024,2024,Crossover,Atlas Venture,Unicel AB,0.159,Crossover 2024,0,0
D1097,06-11-2024,2024,VC,OrbiMed,Quokym BIO,0.435,VC 2024,0,0
D1040,12-11-2024,2024,Series_C,Versant Ventures,Jasimm ON,0.096,Series_C 2024,0,0
D1093,16-11-2024,2024,VC,Sofinnova Investments,Celden RX,0.074,VC 2024,0,0
D1076,19-11-2024,2024,VC,Flagship Pioneering,Repyot X,0.278,VC 2024,0,0
D1071,27-11-2024,2024,M&A,J&J,Hapvec OS,0.398,M&A 2024,0,0
D1106,02-12-2024,2024,Crossover,Bain Capital Life Sciences,Immaer RX,0.156,Crossover 2024,0,0
D1042,03-12-2024,2024,M&A,GSK,Immmod OS,7.844,M&A 2024,0,0
D1052,10-12-2024,2024,IPO,Public markets,Xenuni OS,0.466,IPO 2024,0,0
D1044,12-12-2024,2024,M&A,Pfizer,Xenuni RX,6.089,M&A 2024,0,0
D1060,12-12-2024,2024,VC,Polaris Partners,Lummod Tx,0.076,VC 2024,0,0
D1098,20-12-2024,2024,Series_B,F-Prime Capital,Quopro OS,0.042,Series_B 2024,0,0
D1082,20-12-2024,2024,Series_B,a16z Bio,Aerlum ON,0.073,Series_B 2024,0,0
D1072,23-12-2024,2024,VC,GV (Google Ventures),Biovec OS,0.04,VC 2024,0,0
D1063,26-12-2024,2024,VC,Atlas Venture,Syngen ON,0.326,VC 2024,0,0
D1191,02-01-2025,2025,VC,F-Prime Capital,Quoxen ON,0.143,VC 2025,0,0
D1157,06-01-2025,2025,Crossover,Flagship Pioneering,Vecquo ON,0.535,Crossover 2025,0,0
D1148,08-01-2025,2025,VC,Polaris Partners,Repjas IO,0.874,VC 2025,0,0
D1168,12-01-2025,2025,Series_B,Bain Capital Life Sciences,Xensyn RX,0.122,Series_B 2025,0,0
D1161,14-01-2025,2025,Series_B,F-Prime Capital,Quoaer Tx,0.822,Series_B 2025,0,0
D1188,16-01-2025,2025,Series_C,Bain Capital Life Sciences,Tavvec ON,0.053,Series_C 2025,0,0
D1182,17-01-2025,2025,VC,GV (Google Ventures),Lumxen IO,0.075,VC 2025,0,0
D1136,17-01-2025,2025,VC,ARCH Venture Partners,Biomod AB,0.343,VC 2025,0,0
D1192,18-01-2025,2025,Crossover,Versant Ventures,Bioneu Tx,0.038,Crossover 2025,0,0
D1195,18-01-2025,2025,Crossover,Flagship Pioneering,Uniepi GX,0.34,Crossover 2025,0,0
D1163,22-01-2025,2025,M&A,Eli Lilly,Synzeo ON,9.639,M&A 2025,0,0
D1174,02-02-2025,2025,M&A,GSK,Prorep X,1.839,M&A 2025,0,0
D1197,06-02-2025,2025,Series_B,ARCH Venture Partners,Replum OS,0.018,Series_B 2025,0,0
